run_id,key,value,step,timestamp
b5b0f408dcf64f108c58eff06ffb66e9,spearmanr,0.34453057719985336,0,1677266706076
b5b0f408dcf64f108c58eff06ffb66e9,spearmanr,0.3242113964217427,0,1677266774794
b5b0f408dcf64f108c58eff06ffb66e9,spearmanr,0.3412848543125804,0,1677266843273
b5b0f408dcf64f108c58eff06ffb66e9,spearmanr,0.29669617210473115,0,1677266909300
b5b0f408dcf64f108c58eff06ffb66e9,spearmanr,0.3248204150522318,0,1677266978700
b5b0f408dcf64f108c58eff06ffb66e9,test_r2,0.27022458427940166,0,1677266706051
b5b0f408dcf64f108c58eff06ffb66e9,test_r2,0.2533721512219388,0,1677266774763
b5b0f408dcf64f108c58eff06ffb66e9,test_r2,0.26645772474144,0,1677266843246
b5b0f408dcf64f108c58eff06ffb66e9,test_r2,0.23026679406492345,0,1677266909271
b5b0f408dcf64f108c58eff06ffb66e9,test_r2,0.2608690423441642,0,1677266978671
b5b0f408dcf64f108c58eff06ffb66e9,test_mse,2.158809185028076,0,1677266706058
b5b0f408dcf64f108c58eff06ffb66e9,test_mse,2.2065446376800537,0,1677266774770
b5b0f408dcf64f108c58eff06ffb66e9,test_mse,2.1593878269195557,0,1677266843253
b5b0f408dcf64f108c58eff06ffb66e9,test_mse,2.242250680923462,0,1677266909278
b5b0f408dcf64f108c58eff06ffb66e9,test_mse,2.237694263458252,0,1677266978679
